DomainIdentityInPage,DomainIdentityInCopyright,DomainIdentityInCanonical,DomainIdentityInAlternate,ForeignHyperlinks,VoidHyperlinkRatio,ForeignFormHandler,IPInURL,NumericFQDN,NumericPath,DomainEncoding,PathEncodedCharacters,RedirectionalChar,OutPositionedDomain,NoDotsFQDN,NoDotsPath,NonStandardPort,ObfuscationCharFQDN,ObfuscationCharPath,NoOfSlash,NoOfCharFQDN,NoOfCharPath,ShortURL,SubdomainService,DomainNameValidity,DomainAge,FHDomainValidity,FHDomainAge,SSLCertificateType,SSLGeoCountryMatch,URLSearchEngineRanking,DomainSearchEngineRanking,FQDNSearchEngineRanking,FQDNBlacklistIPCounts,DomainBlacklistIPCounts,Class
0,No,Null,Null,Yes,0.83,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,6,15,20,No,No,Yes,819,Yes,819,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.12,Internal,No,0,0,No,0,No,Yes,1,5,Null,0,1,5,19,54,No,No,Yes,65,Yes,65,DV,Unknown,No,No,No,0,0,Phishing
6,Null,Null,Null,Yes,0.12,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,3,27,0,No,Yes,Yes,9063,Yes,9063,DV,No,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,3,18,12,No,No,Yes,401,Yes,401,DV,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0.2,Internal,No,3,0,No,0,No,No,2,1,Null,4,0,3,48,8,No,Yes,Yes,1348,Yes,1348,DV,No,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.2,Internal,No,4,0,No,0,No,No,2,1,Null,2,0,3,36,8,No,Yes,Yes,1345,Yes,1345,DV,No,No,No,No,12,12,Phishing
0,No,Yes,Null,Yes,0.56,Internal,No,1,22,No,0,No,Yes,2,3,Null,0,1,8,11,81,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,4,4,Phishing
0,No,Yes,Null,Yes,0.56,Internal,No,1,27,No,0,No,Yes,2,3,Null,0,1,8,11,81,No,No,Yes,83,Yes,83,DV,Yes,No,No,No,4,4,Phishing
0,No,Void,Null,Yes,0.23,Internal,No,8,8,No,1,No,No,5,1,Null,2,3,12,59,129,No,No,Yes,25,Yes,25,DV,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,6,26,25,No,No,Unknown,-1,Unknown,-1,DV,Yes,Yes,Yes,Yes,0,0,Phishing
0,No,No,Null,Yes,0.35,Internal,No,0,10,No,5,No,No,2,1,Null,2,0,4,49,53,No,No,Yes,57,Yes,57,Null,No,No,No,No,3,3,Phishing
0,No,No,Null,Yes,0.35,Internal,No,0,84,No,5,No,No,2,1,Null,2,5,4,49,250,No,No,Yes,57,Yes,57,Null,No,No,No,No,3,3,Phishing
0,No,No,Null,Yes,0.35,Internal,No,0,82,No,5,No,No,2,1,Null,2,5,4,49,249,No,No,Yes,57,Yes,57,Null,No,No,No,No,3,3,Phishing
0,No,No,Null,Yes,0.35,Internal,No,0,84,No,5,No,No,2,1,Null,2,5,4,49,249,No,No,Yes,57,Yes,57,Null,No,No,No,No,3,3,Phishing
0,No,No,Null,Yes,0.35,Internal,No,0,75,No,5,No,No,2,1,Null,2,5,4,49,249,No,No,Yes,55,Yes,55,Null,No,No,No,No,3,3,Phishing
0,No,No,Null,Yes,0.35,Internal,No,0,93,No,5,No,No,2,1,Null,2,5,4,49,249,No,No,Yes,57,Yes,57,Null,No,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0.27,Internal,No,22,23,No,1,No,Yes,5,1,Null,0,3,4,53,79,No,No,Yes,1,Yes,1,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.27,Internal,No,22,22,No,1,No,Yes,5,1,Null,0,3,4,53,79,No,No,Yes,1,Yes,1,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.27,Internal,No,22,24,No,1,No,Yes,5,1,Null,0,3,4,53,79,No,No,Yes,1,Yes,1,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.27,Internal,No,22,23,No,1,No,Yes,5,1,Null,0,3,4,53,79,No,No,Yes,1,Yes,1,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.27,Internal,No,22,24,No,1,No,Yes,5,1,Null,0,3,4,53,79,No,No,Yes,1,Yes,1,DV,Unknown,No,No,No,0,0,Phishing
122,Null,Yes,Yes,Yes,0.26,Internal,No,0,0,No,0,No,No,2,1,Null,0,6,4,11,74,No,No,Yes,12328,Yes,12328,OV,No,No,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0.81,Internal,No,0,0,No,0,No,No,2,1,Null,0,2,10,18,68,No,No,Yes,3469,Yes,3469,DV,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.81,Internal,No,0,9,No,1,No,No,2,2,Null,0,6,10,18,117,No,No,Yes,3469,Yes,3469,DV,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.81,Internal,No,0,7,No,0,No,No,2,1,Null,0,7,10,18,116,No,No,Yes,3469,Yes,3469,DV,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.81,Internal,No,0,0,No,0,No,No,2,1,Null,0,4,10,18,85,No,No,Yes,3470,Yes,3470,DV,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.81,Internal,No,0,9,No,1,No,No,2,1,Null,0,7,10,18,121,No,No,Yes,3469,Yes,3469,DV,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.81,Internal,No,0,9,No,1,No,No,2,1,Null,0,7,10,18,120,No,No,Yes,3469,Yes,3469,DV,Unknown,No,No,No,1,1,Phishing
88,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,No,No,2,0,Null,0,0,5,19,49,No,No,Yes,697,Yes,697,DV,Unknown,No,No,No,3,3,Phishing
58,Yes,Null,Null,Yes,0.52,Internal,No,1,0,No,0,Yes,Yes,3,2,Null,0,2,3,15,32,No,No,Unknown,-1,Unknown,-1,DV,Yes,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.44,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,17,5,No,No,Yes,1135,Yes,1135,Null,No,No,Yes,Yes,4,4,Phishing
0,Null,Null,Null,Yes,0.44,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,17,9,No,No,Yes,1121,Yes,1121,Null,No,Yes,Yes,Yes,1,1,Phishing
0,Null,Null,Null,Yes,0.44,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,17,18,No,No,Yes,1124,Yes,1124,Null,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,1,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,5,17,19,No,No,Yes,1122,Yes,1122,Null,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,1,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,5,17,19,No,No,Yes,1125,Yes,1125,Null,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.75,Internal,No,0,100,No,0,No,No,3,1,Null,1,4,3,29,167,No,No,Yes,584,Yes,584,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,3,9,21,65,No,No,Yes,599,Yes,599,DV,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,62,No,0,No,No,2,13,Null,0,7,5,17,197,No,No,Yes,2569,Yes,2569,DV,Unknown,No,No,No,8,8,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,2,0,2,26,0,No,No,Yes,65,Yes,65,DV,Unknown,No,No,No,5,5,Phishing
17,Null,Null,Null,Yes,0,Internal,No,0,3,No,0,No,Yes,2,3,Null,0,3,3,14,53,No,No,Yes,1789,Yes,1789,DV,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.17,Internal,No,0,1,No,0,No,No,3,0,Null,2,2,4,31,22,No,No,Yes,3,Yes,3,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,12,0,No,0,No,No,3,0,Null,0,0,3,78,0,No,No,Yes,4855,Yes,4855,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,12,0,No,0,No,No,3,0,Null,0,0,3,79,0,No,No,Yes,4859,Yes,4859,DV,Unknown,No,No,No,0,0,Phishing
257,No,Null,No,Yes,0.12,External,No,0,0,No,0,No,No,3,0,Null,0,2,8,16,58,No,No,Yes,7,Yes,6364,DV,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,7,17,28,No,No,Yes,745,Yes,745,DV,No,No,No,No,0,0,Phishing
0,Null,No,Null,Yes,0.12,Internal,No,0,2,No,0,No,Yes,5,1,Null,0,0,4,35,21,No,No,Yes,967,Yes,967,DV,Unknown,No,No,No,0,0,Phishing
0,No,No,Null,Yes,0.1,Internal,No,0,67,No,0,No,No,2,2,Null,0,0,6,17,149,No,No,Yes,2917,Yes,2917,DV,Unknown,Yes,Yes,Yes,6,6,Phishing
0,Null,Null,Null,Yes,0.62,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,7,19,56,No,No,Yes,151,Yes,151,DV,Unknown,Yes,Yes,Yes,3,3,Phishing
16,No,Yes,No,Yes,0.07,External,No,0,1,No,0,No,Yes,7,0,Null,0,3,4,45,16,No,No,Yes,1852,Yes,1852,OV,Yes,No,No,No,0,0,Phishing
161,Yes,Null,Yes,Yes,0.11,Internal,No,0,1,No,0,No,No,2,2,Null,0,3,6,16,48,No,No,Yes,8337,Yes,8337,OV,Yes,No,Yes,Yes,0,0,Phishing
150,Yes,Null,Yes,Yes,0.11,Internal,No,0,1,No,0,No,No,2,0,Null,0,3,6,16,54,No,No,Yes,8353,Yes,8353,OV,No,No,No,No,0,0,Phishing
194,Yes,Null,Yes,Yes,0.1,Internal,No,0,31,No,0,No,No,2,0,Null,0,11,6,16,80,No,No,Yes,8338,Yes,8338,OV,No,No,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0.75,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,19,0,No,No,Yes,1270,Yes,1270,DV,Unknown,No,Yes,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,2,1,Null,1,2,5,23,21,No,No,Yes,358,Yes,358,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,6,15,32,No,No,Yes,375,Yes,375,DV,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,62,No,0,No,No,2,13,Null,0,7,6,15,207,No,No,Yes,375,Yes,375,DV,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,74,No,0,No,No,2,13,Null,0,10,6,15,232,No,No,Yes,375,Yes,375,DV,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,4,0,Null,0,0,7,24,37,No,No,Yes,5718,Yes,5718,DV,No,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.38,Internal,No,0,100,No,21,No,No,2,7,Null,0,16,6,22,444,No,No,Yes,3353,Yes,3353,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.38,Internal,No,0,100,No,21,No,No,2,7,Null,0,16,5,22,444,No,No,Yes,3353,Yes,3353,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.38,Internal,No,0,100,No,21,No,No,2,7,Null,0,16,5,22,444,No,No,Yes,3353,Yes,3353,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,1,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,5,26,27,No,No,Yes,931,Yes,931,DV,Unknown,Yes,Yes,Yes,1,1,Phishing
0,Null,Null,Null,Yes,0.38,Internal,No,0,117,No,27,No,No,2,7,Null,0,16,5,18,448,No,No,Yes,4912,Yes,4912,DV,Unknown,No,No,No,0,0,Phishing
1,No,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,3,18,6,No,No,Yes,2669,Yes,2669,OV,Yes,No,No,No,0,0,Phishing
23,Null,Yes,Yes,Yes,0,Internal,No,0,15,No,0,No,No,2,0,Null,0,0,4,15,20,No,No,Yes,5185,Yes,5185,DV,Unknown,No,Yes,Yes,0,2,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,2,No,1,No,Yes,3,5,Null,0,0,6,18,57,No,No,Yes,2059,Yes,2059,DV,Yes,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,3,4,Null,0,2,6,25,54,No,No,Unknown,-1,Unknown,-1,OV,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,2,0,No,0,No,No,2,0,Null,0,1,10,16,58,No,No,Yes,3645,Yes,3645,DV,Unknown,No,No,No,1,1,Phishing
0,No,Yes,Null,Yes,0.77,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,14,26,No,No,Yes,670,Yes,670,DV,Unknown,No,No,No,0,0,Phishing
54,No,Null,Null,Yes,0.03,Internal,No,0,5,No,0,No,No,3,0,Null,0,0,5,27,49,No,No,Unknown,-1,Unknown,-1,DV,No,Yes,Yes,Yes,3,3,Phishing
33,Yes,Yes,Null,Yes,0,Internal,No,0,7,No,0,No,No,2,0,Null,0,12,4,19,113,Yes,No,Yes,2121,Yes,2121,EV,Yes,No,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0.92,Internal,No,0,68,No,0,No,No,2,1,Null,0,4,5,26,196,No,No,Yes,3661,Yes,3661,DV,Unknown,No,No,No,2,2,Phishing
1,Null,Null,Null,Yes,0,Internal,No,0,16,No,0,No,No,2,0,Null,0,11,8,14,105,No,No,Yes,18,Yes,18,DV,Unknown,No,No,No,4,4,Phishing
1,Null,Null,Null,Yes,0,Internal,No,0,14,No,0,No,No,2,0,Null,0,8,8,14,91,No,No,Yes,18,Yes,18,DV,Unknown,No,No,No,4,4,Phishing
1,Null,Null,Null,Yes,0,Internal,No,0,16,No,0,No,No,2,0,Null,0,8,8,14,76,No,No,Yes,22,Yes,22,DV,Unknown,No,No,No,4,4,Phishing
1,Null,Null,Null,Yes,0,Internal,No,0,17,No,0,No,No,2,0,Null,0,16,8,14,110,No,No,Yes,24,Yes,24,DV,Unknown,No,No,No,4,4,Phishing
1,Null,Null,Null,Yes,0,Internal,No,0,17,No,0,No,No,2,1,Null,0,16,8,14,109,No,No,Yes,22,Yes,22,DV,Unknown,No,No,No,4,4,Phishing
1,Null,Null,Null,Yes,0,Internal,No,0,17,No,0,No,No,2,1,Null,0,16,8,14,111,No,No,Yes,22,Yes,22,DV,Unknown,No,No,No,4,4,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,27,25,No,No,Yes,1,Yes,1,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,26,25,No,No,Yes,0,Yes,0,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,24,25,No,No,Yes,0,Yes,0,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.25,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,5,19,25,No,No,Yes,632,Yes,632,DV,No,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,6,17,19,No,No,Yes,193,Yes,193,DV,Unknown,No,Yes,Yes,2,2,Phishing
0,Null,Null,Null,Yes,0.92,Internal,No,0,0,No,0,No,Yes,3,1,Null,0,1,5,23,15,No,No,Unknown,-1,Unknown,-1,DV,Yes,Yes,Yes,Yes,1,1,Phishing
0,No,Null,Null,Yes,0.33,Internal,No,0,1,No,0,No,No,3,1,Null,0,1,5,36,20,No,No,Yes,2657,Yes,2657,DV,No,No,No,No,4,4,Phishing
0,No,Null,Null,No,0.81,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,23,6,No,No,Yes,1364,Yes,1364,DV,Unknown,Yes,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0.5,Internal,No,0,2,No,0,No,No,2,1,Null,0,1,5,20,38,No,No,Yes,2131,Yes,2131,Null,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,10,18,56,No,No,Yes,4,Yes,4,OV,No,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0.25,Internal,No,0,71,No,11,No,Yes,2,7,Null,0,16,6,18,308,No,No,Yes,3232,Yes,3232,DV,Yes,No,No,No,0,0,Phishing
1,Null,Null,Null,Yes,0,Internal,No,4,0,No,0,No,No,2,0,Null,0,0,3,21,0,No,No,Yes,2,Yes,2,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.92,Internal,No,0,4,No,0,No,No,2,0,Null,0,1,6,18,42,No,No,Yes,9,Yes,9,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.03,Internal,No,0,17,No,2,No,No,2,0,Null,0,0,8,17,64,No,No,Yes,2375,Yes,2375,DV,Unknown,No,Yes,Yes,6,6,Phishing
0,No,Null,Null,Yes,0.03,Internal,No,0,17,No,2,No,No,2,1,Null,0,0,8,17,72,No,No,Yes,2375,Yes,2375,DV,Unknown,Yes,Yes,Yes,6,6,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,15,22,No,No,Yes,4746,Yes,4746,Null,No,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,9,Yes,9,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,9,Yes,9,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,9,Yes,9,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,9,Yes,9,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,10,Yes,10,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,10,Yes,10,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,11,Yes,11,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,11,Yes,11,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,12,Yes,12,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,12,Yes,12,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,14,Yes,14,DV,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.78,Internal,No,0,10,No,0,No,No,2,1,Null,1,0,5,30,25,No,No,Yes,15,Yes,15,DV,Unknown,No,No,No,2,2,Phishing
113,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,16,10,No,No,Yes,51,Yes,51,DV,Unknown,Yes,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,4,23,37,No,No,Yes,0,Yes,0,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,No,0.75,Internal,No,0,25,No,0,No,No,3,0,Null,0,0,5,20,40,No,No,Unknown,-1,Unknown,-1,DV,No,No,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0.58,Internal,No,4,0,No,0,No,No,2,0,Null,0,0,4,23,7,No,No,Yes,4,Yes,4,DV,Unknown,No,No,No,28,28,Phishing
359,Yes,Yes,Yes,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,0,No,No,Yes,726,Yes,726,DV,Unknown,No,Yes,Yes,3,3,Phishing
0,Null,Null,Null,Yes,0.31,External,No,0,0,No,0,No,No,2,1,Null,0,1,5,16,37,No,No,Yes,2198,Yes,2198,DV,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.8,External,No,0,1,No,0,No,No,2,1,Null,0,1,5,16,33,No,No,Yes,2198,Yes,2198,DV,Unknown,No,Yes,Yes,1,1,Phishing
0,Null,Null,Null,Yes,0.8,External,No,0,1,No,0,No,No,2,1,Null,0,1,5,16,33,No,No,Yes,2199,Yes,2199,DV,Unknown,No,Yes,Yes,1,1,Phishing
1,Null,Null,Null,Yes,0.67,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,16,9,No,No,Yes,280,Yes,280,DV,Unknown,No,Yes,No,0,0,Phishing
0,No,Null,Null,Yes,0.04,Internal,No,0,20,No,1,No,No,2,1,Null,0,3,6,17,70,No,No,Yes,2226,Yes,2226,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.44,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,17,27,No,No,Yes,2226,Yes,2226,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,12,14,68,No,No,Yes,3994,Yes,3994,Null,No,Yes,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,4,0,No,0,No,No,2,1,Null,0,0,7,25,46,No,No,Yes,27,Yes,27,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,2,0,No,0,No,No,2,1,Null,0,0,3,22,9,No,No,Yes,2,Yes,2,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,25,No,0,No,No,2,1,Null,0,1,5,29,75,No,No,Yes,938,Yes,938,Null,No,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,26,No,0,No,No,2,1,Null,0,1,5,29,75,No,No,Yes,939,Yes,939,Null,No,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,0,16,No,0,No,No,2,0,Null,0,0,6,23,31,No,No,Yes,1137,Yes,1137,DV,Yes,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,1,No,0,No,No,2,0,Null,0,0,8,20,30,No,No,Yes,595,Yes,595,DV,Yes,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,2,No,0,No,No,2,0,Null,0,0,8,20,30,No,No,Yes,597,Yes,597,DV,Yes,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,4,No,0,No,No,2,0,Null,0,0,8,20,30,No,No,Yes,597,Yes,597,DV,Yes,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,4,No,0,No,No,2,0,Null,0,0,8,20,30,No,No,Yes,597,Yes,597,DV,Yes,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,5,No,0,No,No,2,0,Null,0,0,8,20,30,No,No,Yes,595,Yes,595,DV,Yes,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.92,Internal,No,0,1,No,0,Yes,Yes,2,3,Null,0,3,7,19,70,No,No,Yes,5995,Yes,5995,Null,No,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.92,Internal,No,0,0,No,0,Yes,Yes,2,3,Null,0,3,7,19,70,No,No,Yes,5991,Yes,5991,Null,No,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,2,2,Null,0,0,7,24,46,No,No,Yes,4552,Yes,4552,DV,Unknown,Yes,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,215,No,0,No,Yes,2,2,Null,0,2,7,24,289,No,No,Yes,4552,Yes,4552,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.12,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,4,33,9,No,No,Yes,3,Yes,3,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,No,0.67,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,24,0,No,Yes,Unknown,-1,Unknown,-1,DV,No,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,11,19,No,Yes,Yes,4287,Yes,4287,Null,No,No,No,No,1,1,Phishing
14,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,11,0,No,No,Yes,6532,Yes,6532,EV,Yes,Yes,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,3,1,Null,1,0,3,30,9,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,11,No,0,No,No,2,0,Null,0,1,8,19,55,No,No,Yes,5799,Yes,5799,DV,Unknown,No,No,No,2,2,Phishing
0,No,No,Null,Yes,0.05,Internal,No,0,7,No,0,No,Yes,2,2,Null,0,1,8,26,41,No,No,Yes,3975,Yes,3975,DV,Unknown,No,No,No,7,7,Phishing
11,Null,Null,Null,Yes,0.4,Internal,No,5,0,No,0,No,Yes,5,0,Null,0,0,3,47,0,No,No,Yes,0,Yes,0,DV,Unknown,No,No,No,0,0,Phishing
54,Null,Null,Null,Yes,0,Internal,No,2,0,No,0,No,No,2,0,Null,0,0,3,18,0,No,No,Unknown,-1,Unknown,-1,Null,No,No,No,No,0,0,Phishing
4,Null,Null,Null,No,-1,External,No,3,0,No,0,No,No,2,0,Null,1,0,3,19,0,No,No,Yes,382,Yes,124,OV,Yes,No,No,No,284,284,Phishing
0,No,Null,Null,Yes,0.43,Internal,No,0,0,No,0,No,Yes,1,2,Null,1,2,11,25,94,No,No,Yes,188,Yes,188,DV,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,2,0,No,0,No,No,1,0,Null,4,0,3,25,0,No,No,Yes,3,Yes,3,DV,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,2,68,No,0,No,No,1,1,Null,4,7,5,28,214,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,2,80,No,0,No,No,1,1,Null,4,7,5,28,206,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,3,3,Phishing
